track_id,track_name,duration_ms,explicit,popularity,time_signature,album_id
6JGjevTaqr9J1xp7YvYUKF,"Speak Your Mind (From the Netflix Series ""We The People"")",193943,0,0,4,26d59472-3c1c-438a-b4a9-cb9bd30dc28f
7Af2YlwMZryKOQiRfwMsD2,You and Me on the Rock,230098,0,0,4,f80f3d8e-7a98-4a55-a73d-56a13558b98d
3RE5nHIVkC4KcA7snFaTKd,You and Me on the Rock,230098,0,0,4,3b695efa-e2fb-41b1-abba-ed72b8894a8c
0JvkNRyq8Tmot9khpdtN0I,You and Me on the Rock,230098,0,0,4,8bd00b19-8a75-4b4a-9c88-f8ec09f0fae7
27gHtbsHClwimHFtKgFop4,You and Me on the Rock,230098,0,0,4,87c4a283-b796-4223-8710-063cf4a7dd0d
1QBNBGeIRRGBnLhdlHbfI8,You and Me on the Rock,230098,0,0,4,97966be9-43d7-4499-95a7-b54c9889bfb3
72xTsTouZ5nBmASX8k1XCW,Trampoline - Acoustic,213098,0,46,4,94c7893e-6ded-405e-af0b-7a47aac9745d
3ILmwMefYZoQh5Cf5jeuUQ,透明だった世界,232360,0,61,4,68506929-d83a-40b7-9fcb-a828b8e6bf83
2DHDuADAHoUW6n0z80RLQF,Pieces,241119,0,60,4,2df2b453-6778-47de-942b-cf77a49a1fd9
5JDcQAztvZTIkrWoZihgvC,A Drop in the Ocean,220239,0,68,3,91d94411-2764-4c6d-b0f4-2c02aa030948
2sYFi9xVSZ56WHKSY2fN1K,So Far Away - Acoustic,171543,0,52,4,c32c944e-fa67-4da3-a473-351f87481211
6xJOhSm4SvZwzy3uhWz26O,The Enemy,286865,0,62,4,2df2b453-6778-47de-942b-cf77a49a1fd9
7lLKxcNeJtDTWVRKHovLEC,Build It Better,234473,0,51,4,c90c1ffb-2abd-4fa4-95d4-5b74d7907c41
25UzeaV47eDT44Fovve6xQ,Sleepwalking in the Rain,216000,0,0,4,e5f3fb4f-99f5-467c-b601-9ad062ee5de7
4oa14QBfWRDfJy2agySy0L,Gravity,232760,0,67,4,ec3f8211-1fb9-4f8b-8628-6437ed7dc51d
2gRKq9rIC5i1zuxp06zJWH,What's Left of You,178600,1,57,4,cafb47ef-94c2-4983-9fc7-fe304771392f
08MFgEQeVLF37EyZ7jcwLc,Pano,254400,0,75,3,075a7ff1-bf77-4209-a316-d0190f226559
6nXIYClvJAfi6ujLiKqEq8,Sky's Still Blue,244320,0,62,4,6e5b58b6-b963-453b-aaec-72feff0267af
7x4b0UccXSKBWxWmjcrG2T,And I Love Her,124933,0,66,4,ae173a3e-b521-4481-89e7-c19c875120c7
6owKuyHxUqidcAA6fPKSyy,We Can't Stop,222146,0,64,4,a075bd29-fec3-41ed-9953-c5f9d4f1f848
0wbmIfvndFV9VDvuUY1pYN,Always Be My Baby,181852,0,62,4,e927c35f-89ba-4ac7-ba97-287e44effa87
3e5yu9MkIvQx17mm7LF6KY,Alone with You,186584,0,58,4,ff7d09c8-ab08-4f60-9c68-d6dd912bfa55
6VwAh8Z1d5YKoSWoEaV4db,Making All Things New,159600,0,65,4,bcc7c8c0-e5e3-42ed-93e6-585deb4ba4a2
2D4BSm5Z8Hq5zYbSgJwEOh,She Used To Be Mine,250266,0,67,4,568c16ef-a6da-43a2-af02-6955df475f01
7LwGBxB0h0CVmkOZxYKn0g,In My Veins - Feat. Erin Mccarley,318908,0,65,4,63ac1f4c-e069-4f1c-a85b-77ae07844d21
0ZwdH0m32I8odedwvspYTh,I Don't Wanna Live Forever (Fifty Shades Darker),222351,0,44,4,9d4e9beb-10f1-4d23-9bee-85585a8d59ee
16dkWKIlBsfYTISCVuDs0w,A Drop In the Ocean,219480,0,55,3,050e5f99-8553-4d7e-96ad-fb16c7de5695
3TwtrR1yNLY1PMPsrGQpOp,Superman (It's Not Easy),221693,0,70,4,c8d167f6-3697-4704-b37f-2d862767dd05
3Et4LKZLnXygPYfNdeB3D3,When the End Comes,354400,0,57,4,1d55b9c5-ad01-439a-8a36-bb08292d6920
2E9viCx0hJKNKNThd2MdGQ,You're Still The One,177500,0,56,4,953b8b04-965b-47b4-b486-075d40ef8f86
0Zf1BPkkFAWGtVHeBwHHz4,Light Me Up,247840,0,56,4,7dff0598-ad03-41e3-a47b-21436ba750ea
38jy6kRlPt8z1GUS9WXeNh,93 Million Miles,216386,0,67,4,a9a09372-71c1-4341-a5b6-571477ad5522
2SkJKMfjpYsNv0KWOxiegX,Kaleidoscope,229320,0,62,4,f78bd506-628f-44ce-8d21-edd83beba2d9
4qCbMMMuEB56kHd4zPE6GD,The Long Road,330933,0,45,4,a113e1b2-02fe-4c8f-9973-c2321f0dfea3
11TK5KLtLZUdKr1C549bAw,What Would I Do Without You,172213,0,64,4,1b21c37d-d826-4066-be46-8b1f71d4bacb
7BXW1QCg56yzEBV8pW8pah,Have It All,226106,0,65,4,9aa5354e-615b-45ba-a5b7-39f739b3618d
2kMrCPZ0o5gErBPLCRgoli,Heavy Heart,235173,0,0,4,bb04b1b3-2fff-4943-b656-d7d773e73ea5
5IjTZ1g8KrIuV97N3OQZ0V,The House We Never Built,195213,0,0,4,eedfaab2-f4de-450e-8a50-3fe8cde6017d
3bHhUEOTIbezeZ856R0BX5,Society,236306,0,68,4,c58c2a2e-94d5-4b7a-a586-3f03dd1ff904
0wf17wsLRwnnfh241GkeH5,Please Don't Say You Love Me,181400,0,0,4,8cd8595b-c0be-410f-adad-d117e7378612
3322ArxAq7wCSZI4fF77Q0,Please Don't Say You Love Me,181400,0,0,4,965c019b-37ba-4be4-b4f4-ec8de48dcb6e
4LGF2tDg3878bs0mQPByZ4,Guaranteed,164500,0,61,4,c58c2a2e-94d5-4b7a-a586-3f03dd1ff904
6Uy6K3KdmUdAfelUp0SeXn,Brave,220573,0,70,4,bf2184e5-5440-45f3-9de5-8474c12b1cad
2z2JKNU24UEngb4joR9p8f,Lonely This Christmas,257493,0,0,4,8953776a-ed96-41c3-a6d6-62c33e9d28ac
2nef44o0sjJDKB1ta4S0ub,Lonely This Christmas,257493,0,0,4,6494175b-0997-4eb5-b28d-3e5838d572d6
0qJGlogD7AyMLAJfQ42aI2,Heaven Knows,210612,0,62,4,7ec45417-2308-495a-b624-b93fbf12644f
04JS6OitE9VGsIS3S94Osg,I Heard The Bells On Christmas Day,154440,0,0,4,8953776a-ed96-41c3-a6d6-62c33e9d28ac
5OGpsZeJRZ3t3MZioawcZW,I Heard The Bells On Christmas Day,154440,0,0,4,97f0ee54-f23e-43f6-b28d-ee17f242e27b
3Vnes7v746dYzBn0FJTZ1W,Fairytale Of New York,263866,0,0,3,97f0ee54-f23e-43f6-b28d-ee17f242e27b
30cYWLpVdBZVLb1cYdmcTT,I Heard The Bells On Christmas Day,154440,0,0,4,ba54d958-6a6f-463a-91d0-f2fa6fd793f3
7sUqJ51FGSi3n7x4pYjY3v,I Heard The Bells On Christmas Day,154440,0,0,4,6494175b-0997-4eb5-b28d-3e5838d572d6
15BFn2VmEtonsXfNL1lUmy,I Heard The Bells On Christmas Day,154440,0,0,4,d925bda4-6593-4766-8e58-aff5cb3ce55f
0WOFJR54wyTwLB11jcBDb1,I Heard The Bells On Christmas Day,154440,0,0,4,e1115cf1-65d7-421b-84f0-aa877d7b919f
1uDCw6LVMOmbZ6zRliNcNX,I Heard The Bells On Christmas Day,154440,0,0,4,bc49d9ec-136c-4265-9b31-959fa77c268c
7DYsBLdOqz0z14tYWMt2Tn,Hold On,177613,0,0,4,091ebe47-8937-40a8-888a-21efac0bfcc7
7cPuE0M35EajWPRO3nRcH8,Suddenly I See,199040,0,0,4,b66ab9fd-e550-4fcc-b366-1f1f2803f500
0U32q8CZRRo7xCzyiaZw5f,Rain,293040,0,58,4,135f7b9b-f9f0-4c8c-98b1-86c98d084338
4kQXMVjoZ9yMibLZq5Aqi5,Somebody Else - Acoustic,138495,0,50,4,2e74f2df-6ce7-476d-9031-9b1e8383172e
3us8sod4dLbM9FiMiPiEY8,Pieces (Hushed),198626,0,59,4,8848da90-3599-4d6b-a71d-59686b678e07
1PR5pyPiOEEQ02oJYq402x,Mirrors,292566,0,57,4,a075bd29-fec3-41ed-9953-c5f9d4f1f848
068qo0w1Ki0cjnFYOUhAm2,Stand by Me,199019,0,60,4,1b20f425-b66d-468a-9189-2a3fbabbb150
2RFt6ZWQbr9mPhsft9u9eX,Losing Me,181760,0,61,4,8b9d6302-7a47-4def-9ffa-9a36621b4da0
59pUIlXjQupbiYwt40uUTi,なんでもないや - movie ver.,349920,0,49,4,3fefb905-0b75-43c1-9bc8-81a08d5d609c
0VhZ5JYfqPojSYeGWnk4dL,You’re Beautiful - Acoustic,204973,0,55,4,6d3968ee-1eb9-4289-bcfb-3a03feb5ead7
0ltIx8PLjtWoS9zn9PqsZW,Hikare Inochi,322146,0,51,4,637d1da5-8c4d-4417-9a0b-bbddefdfdafc
7ACW42whcdOiUxiNVu7ltx,How To Lose a Girl,210375,0,46,3,801cbd9c-2a3c-4d1f-ad8c-475ed06027bc
4qTHoIp62ngNDpUJwW3hZ7,Can’t Help Falling in Love,131000,0,57,3,73cbc96c-2100-4834-b735-333e948b65c1
4VbDTk82rqWqVgoQC93CkC,Dive Deep (Hushed),218531,0,58,4,29e3836e-72f3-43fb-b913-ba23a8cadd08
1pG5nd6gmfbMwUfT5shDQe,When the Party's over (Acoustic Piano),195945,0,51,3,c8847d01-38cf-40e6-9002-5d37e3e67cda
2WZyfujzMweFLnozyUJBkW,Boston,245933,0,63,4,c9049a3b-cdf4-48d9-ab6c-f1bc83600cba
6gijbGNDNNJgT60Aj7UCyc,Living in the Shadows,212386,0,53,4,827f06a5-812b-4685-83b2-320e74fd7cc2
5pq4v03P5PxMcnCagg4S3Z,In Case You Didn’t Know,225165,0,60,4,e64eb490-c1f1-407a-8903-f8df7d47e5a2
08OjvLnGR3M0HUhcePeMNO,death bed (coffee for your head),112008,0,47,4,b016d502-e0dd-48ed-96e3-3e19e244fc52
65VhbQdqvozUntjnlFkFbZ,You Are My Sunshine,123609,0,60,1,0718aaf0-5d92-4d72-bcba-ed0378227ed1
05pKAafT85jeeNhZ6kq7HT,I Won't Give Up,240165,0,66,3,7d10687a-c765-420f-ad42-3b1e061954a5
3PG6V5yuFfo4APiovOQoRv,I Was Born To Love You,265843,0,67,4,7d3f601d-28b6-418a-8d21-01b512a93631
5O9R57EozcpLKGQBzadPVy,Only Love Can Hurt Like This,194194,0,43,4,0c623b4c-560f-4988-b978-347a4cb4b265
6ta5yavnnEfCE4faU0jebM,Mr Blue,154600,0,54,4,6f611a2d-1661-4a4b-bd91-966424412d9d
7BRCa8MPiyuvr2VU3O9W0F,Do Not Let Me Go,158960,0,60,4,bea92cec-4344-4aad-89b1-e467c89e6fd4
5ZhaKUsY68U0lgREFWfoxg,Holding On And Letting Go,319000,0,49,4,8c0095c1-5a83-4aaa-9457-c6bf2bd643da
4zcMBfbQZvBSHQBGDd6gsN,You Already Know,214360,0,57,4,8f6c1a95-f81e-47b9-beda-caa0b9cce277
7bhHLZxkRekrNPPkEdDTbn,Believer (Remix),204480,0,42,3,a45a5104-bd4f-487a-ad74-bbaede7093c4
5rwq6R0Uq0BngM3rdmCeNg,Collide - Acoustic Version,277000,0,67,4,bc5d3af7-7a11-4ca1-bba6-9d9c71ad8fd9
2lxBZVbkiCXC1soks2RXwV,Love Like This,214240,0,61,4,80a0a26c-5435-4fd8-b8fb-dc54b82d17cf
38YgZVHPWOWsKrsCXz6JyP,Come On Get Higher,215173,0,71,4,14099a2b-f292-4724-be50-536cc409d008
6XrNrp7UtGgyZcHJ0ckL0w,"""Something In the Rain"" (Something In the Rain, Pt. 1) [Music from the Original TV Series]",296862,0,49,4,7b2a7b80-986d-46f6-ad1e-b299112debcc
72R0X0h8YaxYNpegeoOl0M,Kiss Me Slowly,235813,0,61,4,fb182199-3509-45bb-bfe8-2fac8206f3fb
6R6ux6KaKrhAg2EIB2krdU,Without You,228933,0,61,4,5561797c-8acd-4fca-be13-89e931e6491e
2D9w6sabdMCLSheW5aegwO,Absolutely Zero,339196,0,20,4,d03d58a3-55dd-499f-ba9a-1f45a6394fe2
1Qo3taHLFSQpzLm5Sty7M4,Sleep All Day,296843,0,22,4,d03d58a3-55dd-499f-ba9a-1f45a6394fe2
71M4QMn8nrok1KFVXwEEyU,You and I Both,218240,0,35,4,d03d58a3-55dd-499f-ba9a-1f45a6394fe2
4lxGVzcUaSF5HW5jtWnShV,Long Nights,151773,0,60,4,c58c2a2e-94d5-4b7a-a586-3f03dd1ff904
2PIlBukQ6limukVR8Ubb5o,Please Don't Say You Love Me,181400,0,59,4,e029d3b4-663b-4760-9d1c-8487c2211a9b
5p9XWUdvbUzmPCukOmwoU3,Suddenly I See,201706,0,73,4,34dde2d9-abbf-4c33-b103-c279d50ec75e
1uSuY2qLCbx1QB7oPUVhFG,Who Needs Shelter,192260,0,22,4,d03d58a3-55dd-499f-ba9a-1f45a6394fe2
6twvFrIoIINH8UW8EB8OnU,No Stopping Us,198855,0,19,4,d03d58a3-55dd-499f-ba9a-1f45a6394fe2
2pelUnMKr07JjJpilj9Yew,I'll Do Anything,191889,0,24,4,d03d58a3-55dd-499f-ba9a-1f45a6394fe2
7d0bJhpp0mCYyMXaMgWyMS,Make You Feel My Love,171293,0,57,4,5a6dfa66-f726-4d2b-afa8-4bea992a7783
73CbJykoV6WapWGfTeRzTl,The Remedy (I Won't Worry),256440,0,35,4,d03d58a3-55dd-499f-ba9a-1f45a6394fe2
3ixLIO5BsTmic0Pp27FaPY,Too Much Food,221425,0,20,4,d03d58a3-55dd-499f-ba9a-1f45a6394fe2
5ZetMq21bMQN5oo4TtdOxu,The Boy's Gone,255047,0,18,4,d03d58a3-55dd-499f-ba9a-1f45a6394fe2
73oHkllHIT8fdbzpxiXW40,"On Love, in Sadness",208793,0,19,4,d03d58a3-55dd-499f-ba9a-1f45a6394fe2
4MihgVRpD82EZoT61GW63w,Curbside Prophet,214552,0,23,4,d03d58a3-55dd-499f-ba9a-1f45a6394fe2
1BECZPXBXzobsfmlzj0g3I,"Tonight, Not Again - Live",264280,0,19,4,d03d58a3-55dd-499f-ba9a-1f45a6394fe2
14vExHBkh1prEAN94wZug8,"Tonight, Not Again",289041,0,18,4,d03d58a3-55dd-499f-ba9a-1f45a6394fe2
0fzCtVM9D5UEwiLqcY8Ouq,Hard Sun,322080,0,65,4,c58c2a2e-94d5-4b7a-a586-3f03dd1ff904
6IF2P93LkyW4GqDQu1yS7H,Here with Me,238971,0,55,4,ed0f9c74-4fac-4434-8892-5f499ee8ce80
34dnNAUoIPcwnK0RtVMBWZ,The Scientist,276575,0,47,4,7a3de1c1-cac4-4f65-8be4-810bdb7aa26c
5aDpULK8MbJmHl42kR5KNI,Collide,249120,0,56,4,559d2408-0a1e-4293-b2d4-231472a3c27e
1fI1TMpz7FVkpoYBhmiywp,get better,111734,0,53,4,15da8c3d-119e-4033-9924-8ce8bed63053
23Mcmg5O8rBKAOzxvrTjnD,Sympathy,210760,0,49,4,637d1da5-8c4d-4417-9a0b-bbddefdfdafc
0gVbkmFqq5fIkXtJJ3UTfM,Let It Go,255688,0,51,4,4a5d63c5-c578-4285-a277-ba606b2871bb
00DuOxungwHwVUX2m37P0P,What You Need,181786,0,53,4,2eb29b7f-75de-4fc3-8582-79a236de750a
2lFlveK1y13WWp3vnQtrr3,100 Years,244600,0,66,4,fc2ac26d-52eb-414f-82f8-c40aa9199892
2WD93lsfJonaKtrQtpLB2R,You're the Sea,174546,0,56,4,eeb2dc36-be86-4608-90ea-5f482d66395d
7njTGO45SkaBTNu35t2Yq0,No Direction,234330,0,47,4,b6147e9d-86ee-474e-aeee-7e65c2798d45
6ivkBaxvclVhwZDE2uwldj,Belong,255600,0,51,4,f48c59a2-5c2a-45b3-a49d-e996fbb4a1c8
6Cvti10W0AzmzG9D1tpuKp,As It Was,176542,0,55,4,184057cb-bb35-4135-aef7-b4456a8c9403
03yc0G2OoH1Eeyu7Piy8fK,I'm Yours,243494,0,60,4,99d59d1d-2795-4a31-8452-f7454b3eb781
5RO0MNa5hBKIM4OcjygadU,Chi Mai,188695,0,40,4,bfcc8876-1028-4c6b-9518-008a3fd86cd6
78TKtlSLWK8pZAKKW3MyQL,Say Something,229400,0,58,3,de45c0fb-cbec-42c6-8d73-df738d3702ec
1esE8j1nVyzEQ5rVhYXoJT,Had It All,216853,0,55,4,ab8901a5-3b0c-4356-b744-5962a367b3b6
68Yc9ylRZZPtsuVgtrxcDj,Take Me Back ft. Yonnyboii,149000,0,50,4,7ce25b07-3772-4379-ba5e-990831508fa7
3tjjCCdXSdaVEo4q4y071G,Whole Again - Acoustic Version,157231,0,52,4,1d69f46e-1076-4213-b148-b7fbcfa4dc3e
3tob5ofeuvFKKSbOTldenC,Overpass Graffiti,226603,0,54,4,c335a280-69a5-466c-8d1f-cf978f094a0e
4E6cwWJWZw2zWf7VFbH7wf,Love Song,258826,0,73,4,ec3f8211-1fb9-4f8b-8628-6437ed7dc51d
3uAdZpIbMTtVXitHVibLMV,Let Her Go,194013,0,38,4,c29d4323-a5c3-428c-bd56-a006d92679de
2LC523tbEPFpc1pnikbt5b,Brighter Than Sunshine,242439,0,53,4,7d89312a-4248-4dc6-aeb6-54fd5e0713be
3ISLwA96mtx13Wx7K1PPPk,Love Story,232500,0,55,4,380209c0-323f-446e-a385-a8c0ff9668eb
7Ca2CkwSqHyr3eCh8IRdjz,Mujer con Abanico,156787,0,41,4,c8fe20e4-8553-44c2-af83-25da63de8529
6ql0ffq6Jvyh9OKqrJCMaP,In the Shadows,263823,0,46,4,9a96f119-97c6-4d05-a4cb-4abf59fe2bd2
1EyvonxK8OGHRV4WDRdArc,Can You Feel the Love Tonight,250916,0,63,4,1c224166-e031-4faa-b1fd-52e52c9b972f
0EKBV6GybPtALXUgWqWrym,The Story,238493,0,66,4,39080395-080e-4c87-a7a6-538e9b7f3fea
41A82PidFKhGX5hm1WoaDs,Better,215906,0,54,4,8d6318da-a558-4a85-b945-201a588f9d74
5oV8bZaShr2d01FFMHBUPq,Iris,181136,0,62,3,2c5b3504-7f28-4389-bff6-ad462ddb4bab
5nMRpGfqQ0tb1TMbqBVK2J,Rockabye - Acoustic Version,157466,0,57,4,ddcaa2c5-2172-4855-a813-399e625fcfe0
04qDUASuSfVp6fktfsxVej,I Need You More Today,233728,0,68,4,28163d0b-b5ff-4e83-929d-7c724bc156f0
3g61xRaqII8q1wlQDzv550,Beautiful Soul,216612,0,62,4,e64eb490-c1f1-407a-8903-f8df7d47e5a2
3dglCYsVMjPbDlU2CC9Vq7,Let's See What The Night Can Do,245186,0,53,4,9aa5354e-615b-45ba-a5b7-39f739b3618d
2f4jlGvGi3ZDGogXys5FUp,"La La La (Something In the Rain, Pt. 2) [Music from the Original TV Series]",219613,0,44,4,7b2a7b80-986d-46f6-ad1e-b299112debcc
3NCg46FWgnANZc9HQHQOQR,Forever And Always,248960,0,57,4,fb182199-3509-45bb-bfe8-2fac8206f3fb
0muntSMuAZzcwYBBMZj6sf,Fine On The Outside,252466,0,52,4,acdb377c-7e3c-4e8a-970e-e8910977265b
4bXoVtbp6fN8FaSQvGQB41,Tortured Soul,246613,0,53,1,51807c3c-4ff5-4d42-b41b-b21a4c4e8454
3FRARAKLpHw3er9ZaTwaHO,I Believe in You,198786,0,53,4,4305d21f-0f8c-4e5e-aee7-d336eeca53da
2Dzhwe90lhHXVU6lk7Nx0H,At Home,226640,0,55,4,1eb289ce-2d07-403b-87d4-d3da486426ef
12niARgkwxGsklcEwh6GlG,"Portland, Maine",203869,0,66,4,b3eda451-0e35-424d-8a11-707c1916ecbb
0v0pc1lIt5p6EBX7pnfOGF,Holding On and Letting Go,317441,0,49,4,cebdbc2c-1154-4603-a0a3-265370e832c6
5wQci5VCUjdbKnRD61XYwu,The Flood,261640,0,60,4,a97e2abf-777f-4941-b2dd-ea9a00e50a70
0HQnJee8ShSDu2AYwibxst,Hanggang Kailan (Umuwi Ka Na Baby),211933,0,38,4,2ef5fdb8-36a0-4eb5-a417-e749b7cac440
4VoJCUgNmnqG2qF0peDBkw,Out of My League,218800,0,67,3,36ba1161-4bd1-4c92-894d-d769f35c4638
7xLhousIHDxoGgeJNhO4Ye,Say Something,233266,0,57,3,fb1b97ff-2e7d-4920-b3c7-4722d37f6d59
1bhpBRCLsVg3p7BWARbaDS,Rise,156453,0,60,3,c58c2a2e-94d5-4b7a-a586-3f03dd1ff904
6NSlOEEtWlqvEFrjQsry77,World Spins Madly On,165133,0,64,4,27d1cf02-271a-4d79-abf6-a1eee745ba73
1HqVCK9h4LiJ61aRrrKTAt,Stumble,216626,0,0,4,f71ec4ea-d2a0-4e63-a336-f4a5b0ba9c1b
0wP19iM8ULJyV0r0LFDsDv,Paradise,251426,0,0,4,ee3ba98c-9336-43f7-8769-3cbbaa382d6e
27Fq4XyOkogdGLcfsVdjFb,"Moonlight, Mistletoe & You",209293,0,0,3,e927f206-4afb-4510-927e-3622f4aa6e22
45jGOHwYKgsRYbAJ8DR61d,ひまわりの約束,308146,0,61,4,14499e38-0504-4949-ab09-fdaf7c7d39de
4iObEYRE4FLm0D90gmZFef,Since U Been Gone - Acoustic Version,221170,0,50,4,3188d7f6-2ce2-4ccb-b51f-4a442e8cb63d
3akr0ZrJxLMBLIFeNNKffW,"One more time,One more chance",330786,0,47,4,4ca9ec53-a517-48f6-867c-6171dc7fbc4b
7BRwh1bemr9rFMDeTbcy5S,Creep,234135,0,58,4,cfc27183-2023-4a06-927d-645d749699e8
3rzRo91l4htQvMXhsiECAX,Higher Love,173250,0,30,4,a57d651f-3114-4c50-b352-35a2a58565d8
0v1vufjir4OE4iRckLMoLd,Hyouriittai,336619,0,52,4,b8708bbc-0633-451b-bef3-ab962465117b
4vAnqYqm1DOo5IDVcxORX3,How Long Will I Love You,144830,0,55,4,b486ed0d-328c-4e88-a70a-c266e284fb2a
