album_id,album_name
8b9d6302-7a47-4def-9ffa-9a36621b4da0,Dear Happy
3fefb905-0b75-43c1-9bc8-81a08d5d609c,chouchou
6d3968ee-1eb9-4289-bcfb-3a03feb5ead7,You’re Beautiful (Acoustic)
637d1da5-8c4d-4417-9a0b-bbddefdfdafc,Hikare Inochi
801cbd9c-2a3c-4d1f-ad8c-475ed06027bc,Songs From Nashville
73cbc96c-2100-4834-b735-333e948b65c1,"Cover Sessions, Vol. 6"
29e3836e-72f3-43fb-b913-ba23a8cadd08,Dive Deep (Hushed)
c8847d01-38cf-40e6-9002-5d37e3e67cda,When the Party's over (Acoustic Piano)
c9049a3b-cdf4-48d9-ab6c-f1bc83600cba,All The Stars and Boulevards
827f06a5-812b-4685-83b2-320e74fd7cc2,Living in the Shadows
b016d502-e0dd-48ed-96e3-3e19e244fc52,death bed (coffee for your head)
0718aaf0-5d92-4d72-bcba-ed0378227ed1,You Are My Sunshine
7d10687a-c765-420f-ad42-3b1e061954a5,I Won't Give Up
7d3f601d-28b6-418a-8d21-01b512a93631,I Was Born To Love You
0c623b4c-560f-4988-b978-347a4cb4b265,Life Sucks Playlist
6f611a2d-1661-4a4b-bd91-966424412d9d,Hurricane Glass
bea92cec-4344-4aad-89b1-e467c89e6fd4,Where The Mountain Meets The Valley
8c0095c1-5a83-4aaa-9457-c6bf2bd643da,Holding On And Letting Go - Single
8f6c1a95-f81e-47b9-beda-caa0b9cce277,You Already Know
a45a5104-bd4f-487a-ad74-bbaede7093c4,Believer (Remix)
bc5d3af7-7a11-4ca1-bba6-9d9c71ad8fd9,Stop All the World Now (Special Edition)
80a0a26c-5435-4fd8-b8fb-dc54b82d17cf,Magic
14099a2b-f292-4724-be50-536cc409d008,Some Mad Hope
7b2a7b80-986d-46f6-ad1e-b299112debcc,Something In the Rain (Music from the Original TV Series)
fb182199-3509-45bb-bfe8-2fac8206f3fb,The Way It Was
5561797c-8acd-4fca-be13-89e931e6491e,Wide Awake
d03d58a3-55dd-499f-ba9a-1f45a6394fe2,Waiting for My Rocket to Come (Expanded Edition)
e029d3b4-663b-4760-9d1c-8487c2211a9b,English Rain
34dde2d9-abbf-4c33-b103-c279d50ec75e,Eye To The Telescope
5a6dfa66-f726-4d2b-afa8-4bea992a7783,I Dream of You: CALM
ed0f9c74-4fac-4434-8892-5f499ee8ce80,Here with Me
7a3de1c1-cac4-4f65-8be4-810bdb7aa26c,"Tyler Ward Covers, Vol. 5"
559d2408-0a1e-4293-b2d4-231472a3c27e,Stop All The World Now
15da8c3d-119e-4033-9924-8ce8bed63053,get better
4a5d63c5-c578-4285-a277-ba606b2871bb,Let It Go
2eb29b7f-75de-4fc3-8582-79a236de750a,What You Need
fc2ac26d-52eb-414f-82f8-c40aa9199892,The Battle for Everything
eeb2dc36-be86-4608-90ea-5f482d66395d,Nightshade
b6147e9d-86ee-474e-aeee-7e65c2798d45,"One Spring Night (Original Television Soundtrack), Pt. 1"
f48c59a2-5c2a-45b3-a49d-e996fbb4a1c8,Under Control
184057cb-bb35-4135-aef7-b4456a8c9403,As It Was
99d59d1d-2795-4a31-8452-f7454b3eb781,I'm Yours
bfcc8876-1028-4c6b-9518-008a3fd86cd6,Chi Mai
de45c0fb-cbec-42c6-8d73-df738d3702ec,Say Something
ab8901a5-3b0c-4356-b744-5962a367b3b6,Parachute
7ce25b07-3772-4379-ba5e-990831508fa7,Take Me Back
1d69f46e-1076-4213-b148-b7fbcfa4dc3e,Whole Again (Acoustic Version)
c335a280-69a5-466c-8d1f-cf978f094a0e,Overpass Graffiti
c29d4323-a5c3-428c-bd56-a006d92679de,Let Her Go
7d89312a-4248-4dc6-aeb6-54fd5e0713be,Still Life
380209c0-323f-446e-a385-a8c0ff9668eb,Love Story
c8fe20e4-8553-44c2-af83-25da63de8529,Mujer con Abanico
9a96f119-97c6-4d05-a4cb-4abf59fe2bd2,In the Shadows
1c224166-e031-4faa-b1fd-52e52c9b972f,Can You Feel the Love Tonight
39080395-080e-4c87-a7a6-538e9b7f3fea,The Story
8d6318da-a558-4a85-b945-201a588f9d74,Better
2c5b3504-7f28-4389-bff6-ad462ddb4bab,Iris
ddcaa2c5-2172-4855-a813-399e625fcfe0,#Acoustic
28163d0b-b5ff-4e83-929d-7c724bc156f0,I Need You More Today
acdb377c-7e3c-4e8a-970e-e8910977265b,When Marnie Was There Song Album - Just Know That I Love You.
51807c3c-4ff5-4d42-b41b-b21a4c4e8454,Tree House Tapes
4305d21f-0f8c-4e5e-aee7-d336eeca53da,I Believe in You
1eb289ce-2d07-403b-87d4-d3da486426ef,Cult Classic
b3eda451-0e35-424d-8a11-707c1916ecbb,"Hard Settle, Ain't Troubled"
cebdbc2c-1154-4603-a0a3-265370e832c6,Holding On and Letting Go LP
a97e2abf-777f-4941-b2dd-ea9a00e50a70,In Deepest Blue (Bonus Track Version)
2ef5fdb8-36a0-4eb5-a417-e749b7cac440,Hanggang Kailan (Umuwi Ka Na Baby)
36ba1161-4bd1-4c92-894d-d769f35c4638,No More Doubt
27d1cf02-271a-4d79-abf6-a1eee745ba73,Say I Am You
f71ec4ea-d2a0-4e63-a336-f4a5b0ba9c1b,Thanksgiving Party
ee3ba98c-9336-43f7-8769-3cbbaa382d6e,Supa Chill
e927f206-4afb-4510-927e-3622f4aa6e22,Un tecito y a mimir
14499e38-0504-4949-ab09-fdaf7c7d39de,青の光景
3188d7f6-2ce2-4ccb-b51f-4a442e8cb63d,Since U Been Gone
4ca9ec53-a517-48f6-867c-6171dc7fbc4b,"One more time,One more chance"
cfc27183-2023-4a06-927d-645d749699e8,Creep
a57d651f-3114-4c50-b352-35a2a58565d8,Higher Love
b8708bbc-0633-451b-bef3-ab962465117b,Shinsekai
b486ed0d-328c-4e88-a70a-c266e284fb2a,How Long Will I Love You
420642e1-89b0-470c-8046-93ba1a678397,Binibini
db8354b1-527e-47ba-9d11-1e5f30bd9cae,You Were Supposed to Be Different
ddfa2cdc-632b-48d3-ab4c-c06156701d34,Barton Hollow
5b8129d2-b864-4fcd-a070-bfa02c46ca71,Be OK
67f34243-8f02-414c-8d50-92e42097fecd,Give Me Your Forever
ae652890-5885-49f3-b294-6ce7da2c4be4,Coffee Shop
658a6fc7-fbfe-4172-adbb-96f6c48f0fa8,Wreck of the Day
e7203feb-9463-437b-9819-c683accddfae,Beautiful Soul
2f3ed243-3026-4ab7-8640-e4d39aece9b8,Bulletproof
bfe216da-8d57-431c-bd70-ea3e0664c8c9,Girls Like You (Acoustic Version)
b25e5be8-f53a-4c64-a6a3-0afa8b1fa34f,Nangangamba
ededb1db-c24e-41ad-b06f-fb996cb0a848,Better Together
ebef7a88-e4fb-447b-93a1-55ab12c632b3,Heartbreak Anniversary
524dbd28-c2b9-411f-b45d-d5e61acf01e3,One More Time Around
20cf0479-f3f4-42b2-9890-6fbfa9f4e06e,流星花園音樂專輯
089b5211-2d3d-4cd8-a581-92f495001b04,The Other Way
764ed046-46d7-48e5-983f-aa90878433eb,Till The Sun Turns Black
4b049262-c5bc-4c1e-b984-0cdffacee106,"See You Again, Love Me Like You Do, Sugar (Acoustic Mashup)"
1b6aceaa-dc9a-415f-93db-b1ef8acd78c2,Refuge
8dbc371b-037a-4169-915d-b37d544624ee,Hand to Hold
e672b679-eecd-4375-895e-21bf4ed9cd2d,Trouble
50c7e065-f188-438a-bb8d-32c5816ffe83,Public Record
01bcd4d7-4115-4276-9452-65716231c43f,"Cover Sessions, Vol. 2"
d6ef0e34-aa92-4b04-8ce4-44c947b3ee2e,Medicine
91be3fdf-4788-4039-9d0e-c775e3b131f9,Part Of The Light
d33a73e9-cd3d-4f9a-ad55-d9600a20128b,Amos Lee
02e44e85-fcb6-46cc-973e-9f786f5505dc,Show Me the Blueprints.
19a1141e-f4c0-4dbc-833c-99d8a4bdd7bd,Anchor
530af587-ead0-4042-98b4-9a0cead65d27,Christmas Faves 2022
b682fe2f-3107-4dc2-a204-0890b65ddc81,Tall Cans & Loose Ends
ae05c1fa-7344-47fa-9e06-fe26de2511b1,pov: you have a holly jolly christmas
8a1202b9-960a-40ee-b2b5-1ea8ab3266ff,pov: you rock around the christmas tree
f91e9b04-9eda-4abe-a3f7-ad019c8df9d4,If I Ain't Got You (Acoustic)
8ffa2fef-4afa-4079-ab11-158a284075d3,Believe (Acoustic)
127449f5-a79d-4f8b-b5d4-2c671747af51,Iris (Acoustic)
f607f2ef-cc7d-410a-ae85-f116245bffab,Cheek to Cheek~I Love Cinemas~
886bef1e-0c32-41a6-8486-eb22d25bd46e,Baby (Acoustic Version)
1aeecd02-9b6c-4ee8-b756-e4807523838c,Land
15fcfd41-d051-4158-992d-c5ea7e9fec92,I Like Me Better
6aa78170-45ac-437f-9a7f-8c16921a8286,Asan Ka Na Ba
9b3a32d8-9419-4ac3-9ea4-548f51e59586,drivers license
e6c0d2a5-2bd1-4c8a-949c-f1999a2c4d86,YES!
26fad9e5-dc53-495e-a105-9b999bba51fe,The Winner Takes It All (Acoustic)
1aef5536-f81d-420d-862d-0e1897b33cad,Only Time
00058373-1b15-43b8-ab38-9eeafdba6138,One Cell In The Sea
05126fa8-f29f-457b-836a-716fa5878452,Dance Monkey
afdebadd-2997-485c-be9a-8c51cc8d3c61,Dream a Little Dream of Me
d2797db9-0587-42de-ab30-54e0ef05e6a1,Back For Good
6c3df2c7-d71c-4012-9adb-d20d9bb3e8c6,OK
c1066126-c972-41e0-8c2a-e0f702864d53,Just The Two Of Us
6093149b-8cbb-422b-b095-8c30b0a6cc7d,Arcade
72e3290b-a15d-42c8-a249-21e6a8fb0557,Yellow
21df384e-49c7-4d49-93bf-54350260cbe4,Wake Me Up
3a75a416-b2fa-4a52-97df-db6fd644b61b,Walking Blind (feat. Carina Round)
7df69c3c-3e1e-4450-91bb-1584319f95e2,Headphones
2973b6f0-6ad1-45d7-8798-dcf9ddbd2994,Teenage Dream
d3533828-702f-4d78-ab10-5fbcdb0b704b,The Worth Of The Wait
c5c95657-0bcf-4b3f-96c0-70a147f52537,Can't Help Falling In Love (Piano Version)
3166fce7-9460-4d85-b23f-b5d16eda3932,Austin Plaine
4e5e5c61-62a6-46b2-94c1-ef54970dd852,Love You To Death
1db0ac52-98ad-4655-8ab5-f0e6087e0f8e,Someone You Loved (Acoustic)
f6c8bdef-4129-4361-ad7e-ff96795a47d4,What a Wonderful World
6f95f424-0d1e-4e4a-a627-1e5969e1ed6b,You Broke Me First
0d611e5c-0a4d-46b9-b347-8fc3b22322c5,Echos
5e8058ff-f01e-422e-9cc5-56dda0c94cb4,Losing Sleep
5840169a-08f4-42c8-8086-4e8135deb568,The Meaning
cfcb5380-0e77-4190-b304-068049d6ee61,Twelve: Fifty One (International Version)
e24db757-8c4c-4488-8e6e-3217473429fd,リョウメンシダ/サンサーラ
498649e7-fbda-4dc4-915d-a70997cd1938,1000 Years
ddc5eeda-3aa7-425a-aa34-1efaaa89e189,Brand New
2d34d5cd-a349-43b8-b463-b4d6a1e1fe51,Guitar Instrumental Covers
179427d1-5718-4e19-aa99-a355506e602c,Front Porch
18470f90-01ab-459c-88cb-6fc1f54ff0df,Rogue Taxidermy
c68119a5-a81d-402d-8a69-93751f0080d3,Cruising
e54c4de8-3ae0-455d-bf1f-a0f37fc70dc7,Isn't She Lovely (Acoustic)
ef639c2c-a6a9-4b9e-a4d4-2a7c47e319fd,"One Spring Night (Original Television Soundtrack), Pt. 4"
981b7eb2-50b5-4241-aca9-ea589540d3f2,Fix You (Acoustic)
515c0925-a988-4ae3-a0ad-343737100784,I'm Yours (Acoustic)
f2244fab-ba54-4715-8232-5b5e7a4fea5a,A Sky Full of Stars
9d2081f9-9e7d-49c3-b5cf-6afb1ab91a6b,I Don't Believe in Satan
57a24822-a4d9-4d0c-9069-e970a6c62d2a,Let There Be Morning (Bonus Track Version)
64815b8e-0719-409c-af7d-c978d00d3847,he said. she said.
3a9db9ae-5147-4646-b10e-46aa7e60553b,Watermelon Sugar (Acoustic)
8edb281f-b727-4d02-93bb-ccaafca1f297,Say You Won't Let Go (Acoustic)
d6711dc5-0a00-4b47-967a-6dd49c6953d3,Call You Mine (Acoustic Piano)
b3a92c89-21d0-4a17-9198-a52a810a9cf9,In the Waiting
abf1781f-c6d6-4c26-8112-3198010dd304,Three Flights From Alto Nido
7f7b7dd6-133c-4cbe-be61-67f666a57a2f,Love Nwantiti
6e406498-1cb7-4bf9-90a5-b772221d5e69,Stars Are on Your Side
4034c296-edf1-4870-b8da-b3c5934c1e13,Constellation Me
2e574769-ab19-4109-bff6-f663ada2c615,"Cover Sessions, Vol. 5"
04095df2-605a-412c-a96d-7f696c41c3f6,KISSして
97818d82-de16-4794-8d91-74f602d04892,Binibini (Last Day On Earth)
87fef1ed-3faf-4ab7-a7ac-c5f9f5aa92bb,Kosher
45caa642-f1ff-40a0-a3c9-8499af32d884,To Record Only Water For Ten Days (U.S. Version)
d31a4968-bddb-4895-bf10-66e86c287a8d,Hold On (Acoustic)
c660939c-33ab-43f3-bc01-80714386fc9d,The Civil Wars
212f132e-e090-49c3-8f80-b88b3d0e57cb,Good night
51596264-2abd-4868-a833-57771387ab5c,As You Are
4d229299-dbcf-457f-8024-7fd4ff63d765,#Covers
c3161506-e8c5-40b3-b29f-71b9c5aa44d0,The Lotto
805205c4-ba5b-4cef-8ae9-56086a71a87b,Rodrigo Y Gabriela
03a8638f-bab6-469b-8d8b-245dc5fd1ce3,The Ladder
3e71f21d-69f3-4f8c-8f57-c1d6398dac81,A Good Day
b3e8f6f9-1f0f-4f94-a95b-125850c358fc,"Big Love, Small Moments"
107df83e-bfe2-42e3-9368-34d05dfa3026,I Never Loved Before I Found You
190048e3-902d-496a-86c9-254b8bcdc3d2,It's My Life
d2b8e1b1-8c59-4f88-a3c9-a1742161a1a9,Pure Fiction
409c427c-9a19-4826-9887-fd99cc8093e5,So Much More (Special Edition)
44b8c3a9-92e1-4570-a0d9-2a6fc8ff5398,Songs from the Lowdown
12b02e81-58a6-4fef-b7e7-4d10e0e0458e,Bridge City Sinners
0aa0d6ba-f634-4fb0-940b-4a5efe6f1063,Tape Deck Heart (Deluxe Edition)
c2b73966-5f7b-4c33-855f-043247ada9d9,Christmas Vibes But Not Christmas Songs
de762200-dca2-4b31-a175-7dd77d0ff5b7,Mirrors (Acoustic)
3e5e0d55-b7c6-446c-af29-1082e4f6a548,10 Futures
d0617146-961e-4491-bc54-dbe06a3446e8,Stay - Acoustic
db9a1607-7087-419e-b11f-112c6469c0c2,マホロボシヤ
53ad5fab-ae98-49cc-91f3-7166bd384565,Oh What A Love
62b50aa0-1846-4f85-8bcb-7a0a5cd4f139,The Bright Side
9f25947e-12c6-4720-9e07-1bc5263993d6,I Won't Let You Down
e68c3835-84ff-4d51-b429-0477f6e0b34c,Look For The Good
989aeed9-5e1e-4ac9-ae49-b95cf7b5fa9a,Stargazing
f5fa4c44-5577-4272-84a8-ac4a78b58a4f,"One Spring Night (Original Television Soundtrack), Pt. 3"
1ed8dc69-3672-4218-be11-bc3befb959d2,Slow Down Time
b733a7ca-b3fe-4dc5-b2dc-ecca00b368c6,Simply Acoustic
9570c23a-7cfa-4b0a-9a9b-547cdae162fd,"Love, Love, Love"
2e0e9079-0039-42b2-b8f2-4f0c163011d9,Heat Waves (Acoustic)
b2c369cf-0a47-4482-8568-3899e3b1f891,ショッピング
680ebe9b-651e-4874-b28a-79b48a8832aa,If the World Was Ending (Acoustic)
796d8463-e15f-48a8-8ef6-a269e71b0b56,残響
b861a9e8-54f2-4b5b-8420-d57ff548efca,Acoustic Versions
2582c70c-da51-4df2-9d76-332c11bc81a5,Don't Wanna Leave You
fa4b4cff-7238-4893-8b2a-7af939b2fe7e,Passenger Seat
b7a854d4-6ced-42bb-9743-9f7bf86ec9c1,Best Days
f03fe000-b8fd-40d4-8d2a-44add0bb5c35,Phantom
fd04e778-1dc9-43b7-a203-7655be9802a0,Bluebird
412c1768-e067-46f5-aa49-4cc45f0059a5,Back to Home
51070e9b-ed5d-4b5f-84e7-680416f6c8b7,SING A SONG
910bbe67-c96e-44f3-80c3-dd312e8bb564,It'll Be Alright
42944138-b6d9-41ff-8f73-0b0f1c2c096e,Everybody
b560b773-da01-4177-80f4-c768df4be5b8,Kabilugan Ng Buwan
514032b5-4187-471d-a301-41062b15ee6f,HELLO
8ea5a63f-7df6-499d-8e76-8855a73de627,だれそかれそ
8fdb3a49-35f3-4c0e-a062-d11c3a76d61e,August: Osage County (Original Motion Picture Soundtrack)
2b7c4864-e2de-432c-b27e-130c9e67f936,音タイム
beab7383-ef4a-431f-a571-1fc6ad001b1f,IT'S ONLY LOVE
682115f3-fe93-4215-9da2-fad7efc9027d,虹/ひまわり/それがすべてさ
4660f6bb-ac50-4bd2-b84f-0925822bf58b,Burn It All!
78fc34f8-6ab3-424a-ba77-7f17b165b0d7,Onward (Original Motion Picture Soundtrack)
3a96c3b8-9cb4-4bd3-9e1f-71a82359a046,This Is Not for Children
10bd4388-d38d-41d6-af3b-e9985f379809,No Man's Land
586be2de-68c4-41a1-9cf4-81ce1437f879,Dancing with the Curse
fd0374df-62dc-4e7c-ac0a-cac04411af3e,Heaven (Acoustic)
4433c069-2260-45f8-9cb7-391cd4435f42,Days Gone (Original Soundtrack)
4c90e9e4-57e2-40f1-afaa-726c03f34e2c,Asleep Among Endives
96987293-b590-448d-8d9a-f56189597e3d,Symphony
06f15599-4921-4834-a281-6e4f44280ad7,Save Your Tears (Acoustic)
cdc4d746-a694-4601-8b33-f6d6be8b30ed,POP VIRUS
28f5c8fa-5c77-4a52-aac6-ceea3753de60,A.M.
01cd973d-9175-41d5-ab39-d7f30fe64259,Autumn Breeze
2e90a2c9-c2ec-47e2-9b83-88dcdc43764c,Save Your Tears
01dbc63a-1ce9-4320-99b4-e64353ca11d5,You're Still The One (Acoustic)
40b866b6-281b-4874-a810-6fe01b6fc787,Somebody Loved
42e56b6b-1fc5-41b2-b9f6-f6bb781962d2,Bohemian Rhapsody (Acoustic)
04205780-fa3e-477e-929d-95c08986ce75,As It Was (Acoustic)
cddfeb71-c223-472d-9c8f-5d230156f059,Wish List
5579dcea-aca1-40d9-8d8a-075aa05afd94,Beautiful Disaster
bcd3c5a2-9f07-4d11-8c96-1c33eb2e1ad1,Fake a smile
05eddf09-e289-4a3c-a26b-594c3a4cde95,Momentary Sixth Sense
86cda206-1716-46e9-8197-d75994cdc94f,Irony
3a0c0d44-8165-4544-a25e-f7078bbd4036,Bullet Train (Original Motion Picture Soundtrack)
9adc5fbc-df21-45aa-9472-06fa09e6c81b,No Matter Where You Are
3c37a3c4-c3f9-48ae-bba7-992e1474ffc7,The Walking in Between
c7e86cf3-7158-44b8-aa6f-67b1ac0de7a0,Zee Avi's Nightlight
e3979567-e3f3-4bde-870a-46652bb68123,"Here, Right Now"
8ee2a216-a677-4267-a076-67d6f911e873,Wonderful Tonight
c6e1bf0d-739c-4c29-8c1b-5df0d22d9a9f,Twenty Something
54d0b5a3-154a-4863-856b-dd485569c35c,Calling
eb1312c4-a832-4356-8f1a-106c04b2d0eb,Acoustic Duets
91047c33-9948-4583-8a33-a3640b77e852,Particles
32eaee3b-2ac5-4169-9f57-dec52ad8de30,Shadows Collide With People
29ce9bfe-bfab-4ed1-9595-02fc29fcb689,Daylight
b42caaf3-26d3-4c07-8b1a-6efa78a11d1c,Have Yourself a Merry Little Christmas
62c2ca7c-40a9-4010-a296-c6da14efd04e,Message/今 このひとときが 遠い夢のように
efcbfbfc-af57-4f57-80ff-77c77db080d8,"Acoustic Hits, Vol. 3"
f6f6a4e0-b5df-4bac-ba56-2255c7e2d9cf,#Acoustic #2
11325156-9342-4914-9d13-c38a440616ae,Folksinger
03386f7b-5160-413a-91cd-bb533cfb04f5,A Sphere in the Heart of Silence
e65c2293-d000-4ae8-947f-2aca3a58cdfc,West Coast vs. Wessex
4a88e7fa-e59a-4a70-8038-8cab701cbf7e,Gossip In The Grain
cde63362-9ecd-487f-b971-d0ca99d2be60,Bacchanal 'N' Philadelphia
52463ff7-d256-45db-a4db-d472925c12ac,Crustfall
b87ab8b7-12cd-4c6a-a0bf-59576f692bb8,Unholy Hymns
d8941927-49e3-434c-900f-6f612c29c739,Graveyard
a47f4e93-9e61-4ca0-a815-45f1b9db6f49,amuletum bouquet
2267fe22-a47c-41a2-afa1-0e0c6c87b1ff,Highlights from Aoi Works II
6d21b72e-dda9-4db6-b507-af96d0eaa6b4,Paradise
7b84bd52-58e9-4f7c-baf9-bbee633ac047,American Wedding
acde12b6-f1c6-4606-b083-e2506733cf2b,Oil & Water
6318192c-4c4c-4458-b6d6-ced20f59866f,2U (Acoustic Version)
f11e0025-3d18-44bd-92fc-746f06c23c8f,Elephants...Teeth Sinking Into Heart (Standard Version)
9d86f060-bc84-4281-b70d-518c7f81ab98,I'll Say I Do
842dfa3d-47d2-40be-a82d-8bee3e03cf4b,Anyone
6688d88f-7c37-44c4-aba4-8149ed70e743,In The Mood For Love
5fb062c2-eb75-4384-91f1-2aa50ab50220,Heat Waves
efd3127b-6234-4bcd-9a85-61743bd92872,There She Goes
9ae13e43-2861-4bfa-97ca-94795ece8f04,Wells
c5266d9a-9572-4e31-92d9-dc53962045c7,God Only Knows
9ed573cc-ef6d-4dc9-86f9-ce0c0e50447c,Afterglow
96118d5a-f0b6-4e97-802a-07c372108554,Montage Of Heck: The Home Recordings (Deluxe Soundtrack)
1ee7a471-a70f-4007-9f8e-4a3857ff6722,Just Love
